OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036BDT,2024-04-21T13:56:14.437824,14.53771189,0.0032681,73.9858,206.8439,130.2057,230.1974,0,U,36557,999,25100,0.0027895,0.00011777,0
COSMOS 2251 DEB,1993-036BDU,2024-04-21T05:36:38.752704,14.4799738,0.00148,74.0484,205.4182,74.762,285.5175,0,U,36558,999,76552,0.0022136,8.215e-05,0
COSMOS 2251 DEB,1993-036BDV,2024-04-19T00:14:40.170624,13.82643675,0.0311729,74.1285,311.0839,134.3778,228.334,0,U,36559,999,72720,0.011735,0.00018519,0
COSMOS 2251 DEB,1993-036BEC,2024-04-16T02:32:22.233696,14.48295448,0.0022232,74.0279,241.55,96.7005,263.6686,0,U,36614,999,56805,0.0027816,0.00010416,0
COSMOS 2251 DEB,1993-036BEL,2024-04-15T03:08:10.183488,14.67265407,0.0079041,74.0177,247.2091,175.1128,185.0833,0,U,36622,999,57823,0.0017955,0.00010593,0
COSMOS 2251 DEB,1993-036BEP,2024-04-16T16:01:19.640352,14.93802738,0.0041044,73.8718,73.7328,208.0882,324.6779,0,U,36625,999,77694,0.0065754,0.00071602,0
COSMOS 2251 DEB,1993-036BEQ,2024-04-21T10:26:25.690848,15.21314316,0.0101643,74.0185,21.2008,207.1078,152.4794,0,U,36626,999,59140,0.001216,0.00031444,0
COSMOS 2251 DEB,1993-036BEU,2024-04-17T02:15:13.892256,14.53660208,0.0037091,73.9762,257.2161,161.2682,198.9855,0,U,36630,999,50116,0.0087025,0.00036929,0
COSMOS 2251 DEB,1993-036BEW,2024-04-16T08:12:02.979360,14.3767017,0.0037828,74.0048,334.7745,225.965,133.8386,0,U,36632,999,56496,0.0013816,4.161e-05,0
COSMOS 2251 DEB,1993-036BFE,2024-04-15T21:03:05.904288,14.88140646,0.0122901,74.0313,304.0759,185.3282,174.6602,0,U,37084,999,57213,0.00093005,9.831e-05,0
COSMOS 2251 DEB,1993-036BFF,2024-04-21T10:12:46.048608,14.90071961,0.0065359,73.9786,21.2083,356.5228,3.5489,0,U,37085,999,58075,0.0027929,0.00028172,0
